state,district,pincode,Year,Month,age_0_5,age_5_17,age_18_greater,Total_Enrollment,bio_age_5_17,bio_age_17_,Biometric_Updates,demo_age_5_17,demo_age_17_,Demographic_Updates,Total_Updates,Service_Desert_Score,Female_Updates,Male_Updates,GUP_Index,Update_Gap,Vulnerability_Index,Is_Anomaly,Auth_Failure_Rate
Assam,Darrang,784144,2025,7,0.0,0.0,0.0,0.0,46.0,22.0,68.0,0.0,0.0,0.0,68.0,0.0,32,36.0,0.8648648648648649,0.0,0.0,0,4.514893738306316
Tamil Nadu,Villupuram,607209,2025,5,0.0,0.0,0.0,0.0,56.0,29.0,85.0,0.0,0.0,0.0,85.0,0.0,41,44.0,0.9111111111111112,0.0,0.0,0,2.600062576796313
Andhra Pradesh,Krishna,521002,2025,6,0.0,0.0,0.0,0.0,212.0,131.0,343.0,0.0,0.0,0.0,343.0,0.0,161,182.0,0.8797814207650273,0.0,0.0,0,3.72022478957527
Kerala,Alappuzha,688540,2025,7,0.0,0.0,0.0,0.0,52.0,53.0,105.0,0.0,0.0,0.0,105.0,0.0,55,50.0,1.0784313725490196,0.0,0.0,0,4.713248452686962
Maharashtra,Sangli,415308,2025,11,15.0,2.0,0.0,17.0,103.0,182.0,285.0,15.0,565.0,580.0,865.0,0.0196304849884526,398,467.0,0.8504273504273504,0.0,0.0254813137032842,0,3.925891068952312
Karnataka,Belgaum,591315,2025,3,0.0,0.0,0.0,0.0,14.0,28.0,42.0,11.0,34.0,45.0,87.0,0.0,39,48.0,0.7959183673469388,0.0,0.0,0,4.174374624838498
Tamil Nadu,Thiruvarur,614716,2025,3,0.0,0.0,0.0,0.0,35.0,24.0,59.0,0.0,0.0,0.0,59.0,0.0,25,34.0,0.7142857142857143,0.0,0.0,0,4.400508049214874
Uttar Pradesh,Amroha,244235,2025,4,0.0,0.0,0.0,0.0,1276.0,296.0,1572.0,0.0,0.0,0.0,1572.0,0.0,779,793.0,0.9811083123425692,0.0,0.0,0,2.855101553252955
Himachal Pradesh,Mandi,175032,2025,4,0.0,0.0,0.0,0.0,115.0,129.0,244.0,0.0,0.0,0.0,244.0,0.0,98,146.0,0.6666666666666666,0.0,0.0,0,2.2079702310023626
Assam,Dima Hasao,788831,2025,9,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,5.0,0.1666666666666666,2,3.0,0.5,0.0,0.0,0,3.3635920148666014
Maharashtra,Mumbai,400079,2025,7,0.0,0.0,0.0,0.0,149.0,349.0,498.0,0.0,0.0,0.0,498.0,0.0,273,225.0,1.2079646017699115,0.0,0.0,0,2.9757629825656617
Punjab,Hoshiarpur,144216,2025,9,28.0,1.0,0.0,29.0,53.0,73.0,126.0,14.0,56.0,70.0,196.0,0.1472081218274111,101,95.0,1.0520833333333333,0.0,0.1858407079646017,0,2.9089784150959
Telangana,Nizamabad,503003,2025,3,0.0,0.0,0.0,0.0,111.0,106.0,217.0,67.0,256.0,323.0,540.0,0.0,241,299.0,0.8033333333333333,0.0,0.0,0,4.0613598186365865
Andhra Pradesh,Cuddapah,516464,2025,12,5.0,0.0,0.0,5.0,42.0,35.0,77.0,7.0,29.0,36.0,113.0,0.043859649122807,58,55.0,1.0357142857142858,0.0,0.0630252100840336,0,2.90305917093666
Karnataka,Belagavi,590001,2025,12,28.0,4.0,0.0,32.0,213.0,52.0,265.0,36.0,257.0,293.0,558.0,0.0572450805008944,235,323.0,0.7253086419753086,0.0,0.0710659898477157,0,2.772835940912363
Tamil Nadu,Namakkal,637013,2025,11,16.0,2.0,1.0,19.0,216.0,379.0,595.0,60.0,128.0,188.0,783.0,0.024234693877551,458,325.0,1.4049079754601228,0.0,0.0313823163138231,0,4.623142565117075
Andhra Pradesh,Mahabubnagar,509128,2025,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1,1.0,0.5,0.0,0.0,0,4.826299722710434
Uttar Pradesh,Jalaun,285122,2025,10,6.0,5.0,0.0,11.0,46.0,30.0,76.0,4.0,111.0,115.0,191.0,0.0572916666666666,90,101.0,0.8823529411764706,0.0,0.0443349753694581,0,4.532661937350728
Bihar,Araria,854332,2025,7,0.0,0.0,0.0,0.0,181.0,250.0,431.0,0.0,0.0,0.0,431.0,0.0,215,216.0,0.9907834101382488,0.0,0.0,0,4.49428526704838
Delhi,Shahdara,110053,2025,12,4.0,0.0,0.0,4.0,7.0,13.0,20.0,19.0,284.0,303.0,323.0,0.0123456790123456,130,193.0,0.6701030927835051,0.0,0.0182926829268292,0,2.0958713897567005
Telangana,Kamareddy,503144,2025,7,0.0,0.0,0.0,0.0,45.0,96.0,141.0,0.0,0.0,0.0,141.0,0.0,54,87.0,0.6136363636363636,0.0,0.0,0,3.975077825713605
Kerala,Malappuram,676320,2025,12,17.0,2.0,0.0,19.0,71.0,121.0,192.0,12.0,379.0,391.0,583.0,0.0325342465753424,239,344.0,0.6927536231884058,0.0,0.0422885572139303,0,3.647190795519785
Haryana,Rewari,123102,2025,4,0.0,0.0,0.0,0.0,114.0,148.0,262.0,0.0,0.0,0.0,262.0,0.0,117,145.0,0.8013698630136986,0.0,0.0,0,2.878911472800394
Uttar Pradesh,Aligarh,202139,2025,11,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,12.0,13.0,19.0,0.0,8,11.0,0.6666666666666666,0.0,0.0,0,4.31833656549098
Karnataka,Bengaluru,560051,2025,11,12.0,3.0,1.0,16.0,92.0,56.0,148.0,22.0,126.0,148.0,296.0,0.0538720538720538,139,157.0,0.879746835443038,0.0,0.0613418530351437,0,3.81584052495866
Gujarat,Mahesana,384001,2025,11,114.0,21.0,4.0,139.0,282.0,488.0,770.0,76.0,714.0,790.0,1560.0,0.0890454836643177,725,835.0,0.8672248803827751,0.0,0.1034117647058823,0,4.1321111795975485
Himachal Pradesh,Hamirpur,177038,2025,10,5.0,0.0,0.0,5.0,9.0,16.0,25.0,0.0,14.0,14.0,39.0,0.125,17,22.0,0.7391304347826086,0.0,0.1666666666666666,0,2.824150819879605
Telangana,Warangal,506332,2025,4,0.0,0.0,0.0,0.0,47.0,35.0,82.0,0.0,0.0,0.0,82.0,0.0,39,43.0,0.8863636363636364,0.0,0.0,0,4.649224843540377
Gujarat,Ahmedabad,380013,2025,4,0.0,0.0,0.0,0.0,388.0,639.0,1027.0,0.0,0.0,0.0,1027.0,0.0,473,554.0,0.8522522522522522,0.0,0.0,0,3.283608736032675
Rajasthan,Barmer,344705,2025,11,62.0,9.0,1.0,72.0,69.0,72.0,141.0,11.0,77.0,88.0,229.0,0.3130434782608696,124,105.0,1.169811320754717,0.0,0.3119205298013245,0,4.969575980240372
Kerala,Thrissur,679105,2025,6,0.0,0.0,0.0,0.0,19.0,40.0,59.0,0.0,0.0,0.0,59.0,0.0,30,29.0,1.0,0.0,0.0,0,4.378091416779885
Odisha,Baleswar,756029,2025,5,0.0,0.0,0.0,0.0,206.0,206.0,412.0,0.0,0.0,0.0,412.0,0.0,195,217.0,0.8944954128440367,0.0,0.0,0,3.056494023272162
Chhattisgarh,Surajpur,497229,2025,11,62.0,21.0,0.0,83.0,426.0,463.0,889.0,61.0,599.0,660.0,1549.0,0.0535483870967741,751,798.0,0.939924906132666,0.0,0.0569503980404164,0,3.794402973388995
Andhra Pradesh,Ananthapur,515661,2025,11,4.0,0.0,0.0,4.0,24.0,20.0,44.0,11.0,55.0,66.0,110.0,0.036036036036036,61,49.0,1.22,0.0,0.0521739130434782,0,3.829222379907821
Himachal Pradesh,Hamirpur,174505,2025,12,0.0,0.0,0.0,0.0,10.0,13.0,23.0,0.0,9.0,9.0,32.0,0.0,14,18.0,0.7368421052631579,0.0,0.0,0,2.071857307850543
Andhra Pradesh,Rangareddi,500052,2025,7,0.0,0.0,0.0,0.0,34.0,125.0,159.0,0.0,0.0,0.0,159.0,0.0,65,94.0,0.6842105263157895,0.0,0.0,0,2.03935867533733
Punjab,Ferozepur,152004,2025,3,0.0,0.0,0.0,0.0,151.0,570.0,721.0,20.0,295.0,315.0,1036.0,0.0,559,477.0,1.1694560669456069,0.0,0.0,0,2.575399290427073
Madhya Pradesh,Damoh,470666,2025,10,65.0,10.0,3.0,78.0,132.0,239.0,371.0,21.0,169.0,190.0,561.0,0.1387900355871886,305,256.0,1.1867704280155642,0.0,0.15796875,0,4.640227212732427
Odisha,Kendujhar,755019,2025,5,0.0,0.0,0.0,0.0,10.0,12.0,22.0,0.0,0.0,0.0,22.0,0.0,12,10.0,1.0909090909090908,0.0,0.0,0,3.4872442347698067
Odisha,Dhenkanal,759020,2025,6,0.0,0.0,0.0,0.0,217.0,257.0,474.0,0.0,0.0,0.0,474.0,0.0,217,257.0,0.8410852713178295,0.0,0.0,0,4.649400679815864
Kerala,Kollam,691005,2025,9,17.0,7.0,0.0,24.0,34.0,51.0,85.0,5.0,72.0,77.0,162.0,0.147239263803681,63,99.0,0.63,0.0,0.1363636363636363,0,2.4413623641552844
Madhya Pradesh,Satna,485446,2025,3,0.0,0.0,0.0,0.0,396.0,678.0,1074.0,198.0,2042.0,2240.0,3314.0,0.0,1540,1774.0,0.8676056338028169,0.0,0.0,0,3.596347371371551
Uttar Pradesh,Bahraich,271851,2025,4,158.0,117.0,14.0,289.0,1048.0,288.0,1336.0,0.0,0.0,0.0,1336.0,0.2161555721765146,781,555.0,1.4046762589928057,0.0,0.1560885608856088,0,3.46940793001694
Maharashtra,Chhatrapati Sambhajinagar,431003,2025,10,1.0,0.0,3.0,4.0,4.0,3.0,7.0,0.0,21.0,21.0,28.0,0.1379310344827586,15,13.0,1.0714285714285714,0.0,0.1545454545454545,0,2.0931926037543764
Andhra Pradesh,Krishna,521356,2025,6,0.0,0.0,0.0,0.0,98.0,42.0,140.0,0.0,0.0,0.0,140.0,0.0,71,69.0,1.0142857142857142,0.0,0.0,0,4.740421535546995
Himachal Pradesh,Shimla,171217,2025,7,0.0,0.0,0.0,0.0,51.0,82.0,133.0,0.0,0.0,0.0,133.0,0.0,56,77.0,0.717948717948718,0.0,0.0,0,2.045362277122085
Andhra Pradesh,Cuddapah,516432,2025,4,0.0,0.0,0.0,0.0,76.0,16.0,92.0,0.0,0.0,0.0,92.0,0.0,43,49.0,0.86,0.0,0.0,0,4.60499775418958
Andhra Pradesh,Anantapur,515123,2025,6,0.0,0.0,0.0,0.0,33.0,118.0,151.0,0.0,0.0,0.0,151.0,0.0,69,82.0,0.8313253012048193,0.0,0.0,0,2.481226228771393
Chhattisgarh,Jashpur,496334,2025,10,7.0,5.0,0.0,12.0,113.0,114.0,227.0,33.0,227.0,260.0,487.0,0.0245901639344262,227,260.0,0.8697318007662835,0.0,0.021,0,2.912948526870033
Karnataka,Tumakuru,572105,2025,3,0.0,0.0,0.0,0.0,27.0,42.0,69.0,0.0,0.0,0.0,69.0,0.0,32,37.0,0.8421052631578947,0.0,0.0,0,3.889306727048405
Jammu And Kashmir,Kathua,184203,2025,11,100.0,4.0,0.0,104.0,303.0,128.0,431.0,13.0,214.0,227.0,658.0,0.1578148710166919,359,299.0,1.1966666666666668,0.0,0.1965923984272608,0,2.635904379854144
Telangana,Nizamabad,503201,2025,6,0.0,0.0,0.0,0.0,87.0,39.0,126.0,0.0,0.0,0.0,126.0,0.0,57,69.0,0.8142857142857143,0.0,0.0,0,4.403431681197983
Uttarakhand,Almora,263653,2025,6,0.0,0.0,0.0,0.0,97.0,104.0,201.0,0.0,0.0,0.0,201.0,0.0,89,112.0,0.7876106194690266,0.0,0.0,0,4.12411680273798
Andhra Pradesh,Anakapalli,531113,2025,11,9.0,0.0,0.0,9.0,23.0,21.0,44.0,18.0,91.0,109.0,153.0,0.0584415584415584,81,72.0,1.1095890410958904,0.0,0.0828220858895705,0,3.97093424332576
West Bengal,Kolkata,700039,2025,7,0.0,0.0,0.0,0.0,39.0,288.0,327.0,0.0,0.0,0.0,327.0,0.0,158,169.0,0.9294117647058824,0.0,0.0,0,2.183361399770076
Haryana,Faridabad,121014,2025,10,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,5.0,7.0,0.0,3,4.0,0.6,0.0,0.0,0,4.606378187608366
Telangana,Vikarabad,501101,2025,5,0.0,0.0,0.0,0.0,108.0,50.0,158.0,0.0,0.0,0.0,158.0,0.0,81,77.0,1.0384615384615383,0.0,0.0,0,2.9813240867154325
Andhra Pradesh,Chittoor,517418,2025,3,0.0,0.0,0.0,0.0,62.0,79.0,141.0,15.0,231.0,246.0,387.0,0.0,208,179.0,1.1555555555555554,0.0,0.0,0,3.425864663064843
Bihar,Bhojpur,802183,2025,3,0.0,0.0,0.0,0.0,127.0,232.0,359.0,102.0,682.0,784.0,1143.0,0.0,599,544.0,1.0990825688073391,0.0,0.0,0,3.7287074675398215
Rajasthan,Sikar,332029,2025,11,4.0,1.0,0.0,5.0,30.0,38.0,68.0,4.0,43.0,47.0,115.0,0.043103448275862,55,60.0,0.9016393442622952,0.0,0.0495867768595041,0,4.79211038329931
Andhra Pradesh,East Godavari,533106,2025,6,0.0,0.0,0.0,0.0,79.0,45.0,124.0,0.0,0.0,0.0,124.0,0.0,63,61.0,1.0161290322580645,0.0,0.0,0,4.712927511126384
Andhra Pradesh,Nalgonda,508001,2025,4,0.0,0.0,0.0,0.0,17.0,69.0,86.0,0.0,0.0,0.0,86.0,0.0,42,44.0,0.9333333333333332,0.0,0.0,0,2.5754564356990266
Andhra Pradesh,Cuddapah,516329,2025,6,0.0,0.0,0.0,0.0,309.0,99.0,408.0,0.0,0.0,0.0,408.0,0.0,211,197.0,1.0656565656565655,0.0,0.0,0,2.4227434796553844
Tamil Nadu,Kanniyakumari,629702,2025,9,21.0,2.0,0.0,23.0,36.0,120.0,156.0,11.0,111.0,122.0,278.0,0.082437275985663,139,139.0,0.9928571428571428,0.0,0.1043046357615894,0,3.6521003115657886
Rajasthan,Bikaner,334023,2025,12,30.0,31.0,1.0,62.0,407.0,437.0,844.0,130.0,833.0,963.0,1807.0,0.03429203539823,850,957.0,0.8872651356993737,0.0,0.0247058823529411,0,3.260396626866151
Kerala,Thrissur,680509,2025,5,0.0,0.0,0.0,0.0,37.0,24.0,61.0,0.0,0.0,0.0,61.0,0.0,28,33.0,0.8235294117647058,0.0,0.0,0,4.482494115846657
Jammu And Kashmir,Leh (Ladakh),194401,2025,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0,3.456969227778337
Rajasthan,Bharatpur,321022,2025,9,294.0,142.0,4.0,440.0,1426.0,274.0,1700.0,73.0,656.0,729.0,2429.0,0.1810699588477366,1429,1000.0,1.4275724275724275,0.0,0.1553310104529617,0,2.225182560150069
Uttar Pradesh,Ghaziabad,245301,2025,11,9.0,11.0,0.0,20.0,152.0,61.0,213.0,6.0,151.0,157.0,370.0,0.0539083557951482,143,227.0,0.6271929824561403,0.0,0.0345268542199488,0,2.9438741924003957
Maharashtra,Kolhapur,416504,2025,10,17.0,0.0,0.0,17.0,56.0,155.0,211.0,6.0,226.0,232.0,443.0,0.0382882882882882,196,247.0,0.7903225806451613,0.0,0.0553145336225596,0,4.383324318006583
Bihar,Patna,801110,2025,12,25.0,56.0,1.0,82.0,244.0,456.0,700.0,186.0,1642.0,1828.0,2528.0,0.0324238829576907,1175,1353.0,0.8677991137370753,0.0,0.0148219073152049,0,4.670644915453849
Karnataka,Tumkur,572117,2025,12,16.0,0.0,0.0,16.0,43.0,85.0,128.0,7.0,107.0,114.0,242.0,0.0658436213991769,112,130.0,0.8549618320610687,0.0,0.0926640926640926,0,2.0227222963637086
Maharashtra,Pune,412304,2025,3,0.0,0.0,0.0,0.0,77.0,84.0,161.0,0.0,0.0,0.0,161.0,0.0,86,75.0,1.131578947368421,0.0,0.0,0,4.201157733387291
Karnataka,Tumkur,572106,2025,4,0.0,0.0,0.0,0.0,70.0,146.0,216.0,0.0,0.0,0.0,216.0,0.0,99,117.0,0.8389830508474576,0.0,0.0,0,3.123296649763949
Karnataka,Belagavi,591308,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,30.0,30.0,0.0,12,18.0,0.631578947368421,0.0,0.0,0,2.5839991744258963
Maharashtra,Pune,412202,2025,3,0.0,0.0,0.0,0.0,141.0,295.0,436.0,28.0,227.0,255.0,691.0,0.0,278,413.0,0.6714975845410628,0.0,0.0,0,3.036969289278935
Andhra Pradesh,Alluri Sitharama Raju,533286,2025,9,1.0,0.0,0.0,1.0,4.0,2.0,6.0,4.0,11.0,15.0,21.0,0.0454545454545454,10,11.0,0.8333333333333334,0.0,0.0652173913043478,0,3.217479439438802
Bihar,Gopalganj,841416,2025,4,0.0,0.0,0.0,0.0,79.0,84.0,163.0,0.0,0.0,0.0,163.0,0.0,87,76.0,1.12987012987013,0.0,0.0,0,2.80891829511958
Andhra Pradesh,Khammam,507204,2025,4,0.0,0.0,0.0,0.0,13.0,23.0,36.0,0.0,0.0,0.0,36.0,0.0,19,17.0,1.0555555555555556,0.0,0.0,0,3.7736943449274
Assam,Kamrup,781103,2025,6,0.0,0.0,0.0,0.0,67.0,44.0,111.0,0.0,0.0,0.0,111.0,0.0,54,57.0,0.9310344827586208,0.0,0.0,0,3.0420135472716776
Madhya Pradesh,West Nimar,451335,2025,11,4.0,3.0,0.0,7.0,16.0,25.0,41.0,2.0,27.0,29.0,70.0,0.0985915492957746,34,36.0,0.918918918918919,0.0,0.0769230769230769,0,2.9689715543771986
West Bengal,Nadia,741501,2025,7,111.0,43.0,26.0,180.0,178.0,192.0,370.0,0.0,0.0,0.0,370.0,0.4851752021563342,197,173.0,1.132183908045977,0.0,0.3588021778584392,0,4.408723865267484
Himachal Pradesh,Bilaspur,174003,2025,4,0.0,0.0,0.0,0.0,28.0,64.0,92.0,0.0,0.0,0.0,92.0,0.0,46,46.0,0.9787234042553192,0.0,0.0,0,3.969697810745625
West Bengal,Jhargram,721518,2025,11,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,9.0,11.0,0.0833333333333333,5,6.0,0.7142857142857143,0.0,0.1153846153846153,0,3.5287547250991382
Rajasthan,Pali,306902,2025,12,22.0,4.0,0.0,26.0,306.0,272.0,578.0,34.0,305.0,339.0,917.0,0.0283224400871459,419,498.0,0.8396793587174348,0.0,0.034957627118644,0,4.604906305991497
Manipur,Tamenglong,795159,2025,12,7.0,14.0,0.0,21.0,31.0,36.0,67.0,41.0,182.0,223.0,290.0,0.0721649484536082,134,156.0,0.8535031847133758,0.0,0.0336538461538461,0,4.837879261352825
Assam,Sonitpur,784506,2025,11,53.0,23.0,0.0,76.0,101.0,57.0,158.0,18.0,176.0,194.0,352.0,0.2152974504249291,197,155.0,1.2628205128205128,0.0,0.1853146853146853,0,2.8644502230252726
Bihar,Muzaffarpur,843119,2025,5,371.0,261.0,13.0,645.0,629.0,609.0,1238.0,0.0,0.0,0.0,1238.0,0.5205811138014528,568,670.0,0.8464977645305514,0.0,0.3036624203821656,0,3.499259286945499
Uttar Pradesh,Prayagraj,211010,2025,7,0.0,0.0,0.0,0.0,12.0,15.0,27.0,0.0,0.0,0.0,27.0,0.0,12,15.0,0.75,0.0,0.0,0,4.565068191557337
Punjab,Shaheed Bhagat Singh Nagar,144632,2025,7,0.0,0.0,0.0,0.0,22.0,33.0,55.0,0.0,0.0,0.0,55.0,0.0,26,29.0,0.8666666666666667,0.0,0.0,0,4.86162251444903
Mizoram,Aizawl,796012,2025,9,21.0,9.0,2.0,32.0,103.0,56.0,159.0,18.0,136.0,154.0,313.0,0.1019108280254777,135,178.0,0.7541899441340782,0.0,0.0979768786127167,0,4.950236148855429
Karnataka,Bangalore,560029,2025,11,20.0,1.0,0.0,21.0,60.0,130.0,190.0,3.0,117.0,120.0,310.0,0.067524115755627,136,174.0,0.7771428571428571,0.0,0.0903614457831325,0,2.80178095859856
Odisha,Rayagada,765026,2025,11,22.0,5.0,0.0,27.0,276.0,109.0,385.0,34.0,290.0,324.0,709.0,0.0380281690140845,394,315.0,1.2468354430379749,0.0,0.044776119402985,0,2.193303912101266
Punjab,Malerkotla,148022,2025,7,0.0,0.0,0.0,0.0,99.0,125.0,224.0,0.0,0.0,0.0,224.0,0.0,96,128.0,0.7441860465116279,0.0,0.0,0,4.596813830648872
Uttar Pradesh,Gautam Buddha Nagar,201310,2025,9,105.0,190.0,8.0,303.0,228.0,227.0,455.0,78.0,894.0,972.0,1427.0,0.2121848739495798,595,832.0,0.7142857142857143,0.0,0.0965337954939341,0,4.942313110508569
Andhra Pradesh,Ananthapur,515402,2025,6,0.0,0.0,0.0,0.0,65.0,12.0,77.0,0.0,0.0,0.0,77.0,0.0,35,42.0,0.813953488372093,0.0,0.0,0,2.721571781545474
Rajasthan,Jhunjhunun,333702,2025,7,0.0,0.0,0.0,0.0,27.0,72.0,99.0,0.0,0.0,0.0,99.0,0.0,51,48.0,1.0408163265306123,0.0,0.0,0,4.353803490291984
Uttarakhand,Garhwal,246279,2025,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0,2.4454314569395774
Uttar Pradesh,Bulandshahar,203001,2025,9,14.0,9.0,0.0,23.0,8.0,15.0,23.0,3.0,55.0,58.0,81.0,0.2804878048780488,38,43.0,0.8636363636363636,0.0,0.2,0,2.488656630142756
Andhra Pradesh,Kurnool,518598,2025,11,10.0,2.0,0.0,12.0,158.0,71.0,229.0,42.0,103.0,145.0,374.0,0.032,174,200.0,0.8656716417910447,0.0,0.0387596899224806,0,3.125086326566613
Andhra Pradesh,Nellore,524305,2025,5,0.0,0.0,0.0,0.0,439.0,186.0,625.0,0.0,0.0,0.0,625.0,0.0,313,312.0,1.0,0.0,0.0,0,4.939661678308879
Haryana,Bhiwani,127026,2025,12,5.0,0.0,0.0,5.0,181.0,82.0,263.0,4.0,99.0,103.0,366.0,0.0136239782016348,176,190.0,0.9214659685863874,0.0,0.0201612903225806,0,4.34279279690703
Tamil Nadu,Kanniyakumari,629701,2025,9,10.0,0.0,0.0,10.0,32.0,73.0,105.0,13.0,61.0,74.0,179.0,0.0555555555555555,87,92.0,0.935483870967742,0.0,0.0789473684210526,0,2.8328884543679043
Assam,Dhubri,783349,2025,6,0.0,0.0,0.0,0.0,73.0,95.0,168.0,0.0,0.0,0.0,168.0,0.0,76,92.0,0.8172043010752689,0.0,0.0,0,4.3767274618434495
Maharashtra,Mumbai Suburban,400098,2025,5,0.0,0.0,0.0,0.0,20.0,41.0,61.0,0.0,0.0,0.0,61.0,0.0,31,30.0,1.0,0.0,0.0,0,4.7470976217666445
Karnataka,Davangere,583134,2025,9,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,5.0,7.0,0.0,3,4.0,0.6,0.0,0.0,0,4.67416950949573
Tamil Nadu,Tiruchirappalli,621006,2025,5,0.0,0.0,0.0,0.0,88.0,74.0,162.0,0.0,0.0,0.0,162.0,0.0,71,91.0,0.7717391304347826,0.0,0.0,0,4.05783174883342
Uttar Pradesh,Sultanpur,227801,2025,12,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,2,2.0,0.6666666666666666,0.0,0.0,0,4.144393140093747
Maharashtra,Amravati,444605,2025,5,0.0,0.0,0.0,0.0,117.0,252.0,369.0,0.0,0.0,0.0,369.0,0.0,198,171.0,1.1511627906976745,0.0,0.0,0,4.361663245989552
Madhya Pradesh,Narsinghpur,487114,2025,5,0.0,0.0,0.0,0.0,161.0,110.0,271.0,0.0,0.0,0.0,271.0,0.0,128,143.0,0.8888888888888888,0.0,0.0,0,3.7144753347705946
Tamil Nadu,Chennai,600015,2025,3,0.0,0.0,0.0,0.0,309.0,392.0,701.0,53.0,583.0,636.0,1337.0,0.0,573,764.0,0.7490196078431373,0.0,0.0,0,4.128075035012213
Karnataka,Bengaluru,560073,2025,5,0.0,0.0,0.0,0.0,348.0,219.0,567.0,0.0,0.0,0.0,567.0,0.0,308,259.0,1.1846153846153846,0.0,0.0,0,4.992263245335164
Kerala,Thiruvananthapuram,695525,2025,4,0.0,0.0,0.0,0.0,74.0,102.0,176.0,0.0,0.0,0.0,176.0,0.0,77,99.0,0.77,0.0,0.0,0,4.9017851796059
Karnataka,Hassan,573102,2025,5,0.0,0.0,0.0,0.0,211.0,80.0,291.0,114.0,582.0,696.0,987.0,0.0,503,484.0,1.0371134020618558,0.0,0.0,0,3.388465816015481
Himachal Pradesh,Bilaspur,174032,2025,9,8.0,0.0,0.0,8.0,21.0,48.0,69.0,6.0,37.0,43.0,112.0,0.0707964601769911,58,54.0,1.0545454545454545,0.0,0.0991735537190082,0,3.898860785717443
Andhra Pradesh,Mahabubnagar,509205,2025,12,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,5.0,0.0,2,3.0,0.5,0.0,0.0,0,3.5712655521547374
Maharashtra,Mumbai Suburban,400097,2025,6,0.0,0.0,0.0,0.0,407.0,494.0,901.0,0.0,0.0,0.0,901.0,0.0,405,496.0,0.8148893360160966,0.0,0.0,0,4.677402254475276
Maharashtra,Beed,414202,2025,6,0.0,0.0,0.0,0.0,297.0,442.0,739.0,0.0,0.0,0.0,739.0,0.0,372,367.0,1.0108695652173914,0.0,0.0,0,2.976923481181946
Tamil Nadu,Kancheepuram,603001,2025,3,0.0,0.0,0.0,0.0,51.0,71.0,122.0,15.0,135.0,150.0,272.0,0.0,128,144.0,0.8827586206896552,0.0,0.0,0,3.5399267643277827
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,221306,2025,9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.25,1,2.0,0.3333333333333333,0.0,0.3,0,4.031587395751059
West Bengal,North 24 Parganas,743136,2025,6,0.0,0.0,0.0,0.0,14.0,30.0,44.0,0.0,0.0,0.0,44.0,0.0,20,24.0,0.8,0.0,0.0,0,4.614744625543836
West Bengal,Koch Bihar,736172,2025,10,22.0,12.0,0.0,34.0,9.0,34.0,43.0,1.0,392.0,393.0,436.0,0.0778032036613272,184,252.0,0.7272727272727273,0.0,0.0700636942675159,0,2.657929608411432
Bihar,Gopalganj,841423,2025,6,0.0,0.0,0.0,0.0,221.0,353.0,574.0,0.0,0.0,0.0,574.0,0.0,297,277.0,1.0683453237410072,0.0,0.0,0,2.129862429078605
Andhra Pradesh,West Godavari,534176,2025,11,10.0,1.0,0.0,11.0,61.0,29.0,90.0,15.0,138.0,153.0,243.0,0.0450819672131147,118,125.0,0.9365079365079364,0.0,0.0588235294117647,0,2.746236724953447
Kerala,Ernakulam,683546,2025,5,0.0,0.0,0.0,0.0,91.0,91.0,182.0,0.0,0.0,0.0,182.0,0.0,96,86.0,1.103448275862069,0.0,0.0,0,3.50698310509323
Andhra Pradesh,Ananthapuramu,515561,2025,10,6.0,2.0,0.0,8.0,47.0,16.0,63.0,4.0,23.0,27.0,90.0,0.0879120879120879,40,50.0,0.7843137254901961,0.0,0.0909090909090909,0,2.839954432104049
Karnataka,Bangalore,560012,2025,12,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,6.0,6.0,13.0,0.0,7,6.0,1.0,0.0,0.0,0,4.324416291860568
Jharkhand,Purbi Singhbhum,833201,2025,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0,2.607712573090884
Jharkhand,West Singhbhum,833201,2025,6,0.0,0.0,0.0,0.0,1029.0,1207.0,2236.0,0.0,0.0,0.0,2236.0,0.0,1060,1176.0,0.9005947323704333,0.0,0.0,0,2.794238305617043
